pre-fix,question,source,topic,concatenate
,"I have applied for EI regular or sickness benefits, but my claim hasn’t been processed yet, do I need to reapply for the CERB?",https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,"I have applied for EI regular or sickness benefits, but my claim hasn’t been processed yet, do I need to reapply for the CERB?"
,What if I stopped working before March 15th but only applied for EI after March 15th – which benefit will I receive?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,What if I stopped working before March 15th but only applied for EI after March 15th – which benefit will I receive?
,Do I need to provide any documentation when I apply for the CERB?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Do I need to provide any documentation when I apply for the CERB?
,Do I need a medical certificate to receive the CERB if I am in quarantine or sick from COVID-19?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Do I need a medical certificate to receive the CERB if I am in quarantine or sick from COVID-19?
,Is a Record of Employment required to apply for the CERB?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Is a Record of Employment required to apply for the CERB?
,What are the eligibility criteria for the CERB?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,What are the eligibility criteria for the CERB?
,Does eligibility for the Canada Emergency Response Benefit (CERB) now include a requirement to seek and accept work opportunities or to return to work when requested by your employer?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Does eligibility for the Canada Emergency Response Benefit (CERB) now include a requirement to seek and accept work opportunities or to return to work when requested by your employer?
,Do I need to be laid off to access the CERB?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Do I need to be laid off to access the CERB?
,Can you receive the CERB if you are not a citizen or permanent resident?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Can you receive the CERB if you are not a citizen or permanent resident?
,"Am I eligible for the CERB even if my job is still there but I don’t feel comfortable going to work as a result of risk associated with COVID-19? For example, what if I have someone at home who has a compromised immune system and I cannot risk infecting them.",https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,"Am I eligible for the CERB even if my job is still there but I don’t feel comfortable going to work as a result of risk associated with COVID-19? For example, what if I have someone at home who has a compromised immune system and I cannot risk infecting them."
,Am I eligible to apply for the CERB if I volunteer to be temporarily laid off by my employer to help them manage the pressures on their business?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Am I eligible to apply for the CERB if I volunteer to be temporarily laid off by my employer to help them manage the pressures on their business?
,If I lost my job prior to March 15th for reasons related to COVID-19 will I be able to receive the CERB?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,If I lost my job prior to March 15th for reasons related to COVID-19 will I be able to receive the CERB?
,Am I eligible to apply for the CERB if I have not declared that I earned any money in the last year?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Am I eligible to apply for the CERB if I have not declared that I earned any money in the last year?
,Can employers send their employees off on furloughs to help cope with the decline in available work?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Can employers send their employees off on furloughs to help cope with the decline in available work?
,"If an employee has stopped working but is still receiving benefits from their employer (for example, medical) are they eligible for the Canada Emergency Response Benefit?",https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,"If an employee has stopped working but is still receiving benefits from their employer (for example, medical) are they eligible for the Canada Emergency Response Benefit?"
,Does being in receipt of severance impact a person’s eligibility for the Canada Emergency Response Benefit?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Does being in receipt of severance impact a person’s eligibility for the Canada Emergency Response Benefit?
,"What counts towards the $1,000 in income I can earn?",https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,"What counts towards the $1,000 in income I can earn?"
,"Does the $1,000 limit on income from employment and/or self-employment for each 4-week benefit period apply to when income is earned or when income is received?",https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,"Does the $1,000 limit on income from employment and/or self-employment for each 4-week benefit period apply to when income is earned or when income is received?"
,"What income types count towards the $5,000 in employment and/or self-employment income?",https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,"What income types count towards the $5,000 in employment and/or self-employment income?"
,"Does the minimum income of $5,000 have to be earned in Canada?",https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,"Does the minimum income of $5,000 have to be earned in Canada?"
,If I am in receipt of dividends am I eligible for the CERB?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,If I am in receipt of dividends am I eligible for the CERB?
,Do artists’ royalties count as employment or self-employment income with respect to the CERB?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Do artists’ royalties count as employment or self-employment income with respect to the CERB?
,How much could I receive through the CERB?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,How much could I receive through the CERB?
,When and how will I receive my CERB payment? Is there a waiting period?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,When and how will I receive my CERB payment? Is there a waiting period?
,"If I would be entitled to more than the $500 per week under EI, will I get the higher amount?",https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,"If I would be entitled to more than the $500 per week under EI, will I get the higher amount?"
,"If I would have been entitled to less than the $500 per week under EI, will I get the $500?",https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,"If I would have been entitled to less than the $500 per week under EI, will I get the $500?"
,What happens if I get a CERB payment I am not entitled to because I applied twice - once to the Canada Revenue Agency and once to Service Canada?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,What happens if I get a CERB payment I am not entitled to because I applied twice - once to the Canada Revenue Agency and once to Service Canada?
,"Once I receive my first payment, can I assume I will receive my next payment 4 weeks later?",https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,"Once I receive my first payment, can I assume I will receive my next payment 4 weeks later?"
,If I am planning on going on maternity/parental leave shortly am I eligible for the Canada Emergency Response Benefit? Why was I put on EI regular benefits rather than the CERB? Will this impact my eligibility for Employment Insurance maternity and/or parental benefits?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,If I am planning on going on maternity/parental leave shortly am I eligible for the Canada Emergency Response Benefit? Why was I put on EI regular benefits rather than the CERB? Will this impact my eligibility for Employment Insurance maternity and/or parental benefits?
,"If I am on maternity/parental benefits, am I eligible to apply for the CERB?",https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,"If I am on maternity/parental benefits, am I eligible to apply for the CERB?"
,Am I eligible for the CERB if I am a student who was working part-time and lost my job for reasons related to COVID-19?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Am I eligible for the CERB if I am a student who was working part-time and lost my job for reasons related to COVID-19?
,I lost my job but I am receiving bursaries and/or scholarships. Can I get the CERB?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,I lost my job but I am receiving bursaries and/or scholarships. Can I get the CERB?
,"Does the money I receive through bursaries and/or scholarships count toward the requirement for $5,000 in income?",https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,"Does the money I receive through bursaries and/or scholarships count toward the requirement for $5,000 in income?"
,"Am I eligible for the CERB if I am in an apprenticeship program, receiving funding through the Employment Insurance Program, and lose my job as a result of COVID-19?",https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,"Am I eligible for the CERB if I am in an apprenticeship program, receiving funding through the Employment Insurance Program, and lose my job as a result of COVID-19?"
,Are people who lost their job but are receiving a pension eligible for the CERB?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Are people who lost their job but are receiving a pension eligible for the CERB?
,"Does pension income count towards the $5,000 income requirement for the CERB?",https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,"Does pension income count towards the $5,000 income requirement for the CERB?"
,Can I get the CERB if I am receiving disability benefits?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Can I get the CERB if I am receiving disability benefits?
,"Does the money I receive through my disability benefits count toward the requirement for $5,000 in income?",https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,"Does the money I receive through my disability benefits count toward the requirement for $5,000 in income?"
,I am a part-time worker who has seen a reduction in my hours as a result of COVID-19. Am I eligible for the CERB?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,I am a part-time worker who has seen a reduction in my hours as a result of COVID-19. Am I eligible for the CERB?
,Self-employed and Independent Workers,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Self-employed and Independent Workers
,Are self-employed small business owners eligible for the CERB?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Are self-employed small business owners eligible for the CERB?
,"Can someone qualify for CERB if they still have a small amount of income coming into their business account as a sole proprietor to pay some of their business expenses (commercial rent, utility costs, etc.) as long as they are not paying themselves any income from the business?",https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,"Can someone qualify for CERB if they still have a small amount of income coming into their business account as a sole proprietor to pay some of their business expenses (commercial rent, utility costs, etc.) as long as they are not paying themselves any income from the business?"
,Are Self-Employed Fishers eligible for the CERB?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Are Self-Employed Fishers eligible for the CERB?
,Do I need to complete my bi-weekly EI reports?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Do I need to complete my bi-weekly EI reports?
,Where can I find my Access Code to allow me to apply for EI online through Service Canada?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Where can I find my Access Code to allow me to apply for EI online through Service Canada?
,Do I get a choice between collecting the EI CERB and collecting EI regular Benefits?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Do I get a choice between collecting the EI CERB and collecting EI regular Benefits?
,"I am a seasonal worker who received EI regular benefits over the off-season and I have just exhausted my benefit entitlement, but I am unable to find work due to COVID-19—am I eligible for the CERB?",https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,"I am a seasonal worker who received EI regular benefits over the off-season and I have just exhausted my benefit entitlement, but I am unable to find work due to COVID-19—am I eligible for the CERB?"
,"I was laid-off from my work prior to March 15, 2020 for reasons not related to COVID-19 and I have exhausted my EI regular benefits, but I am unable to find work due to COVID-19—am I eligible for the CERB?",https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,"I was laid-off from my work prior to March 15, 2020 for reasons not related to COVID-19 and I have exhausted my EI regular benefits, but I am unable to find work due to COVID-19—am I eligible for the CERB?"
,Are individuals who are part of work-sharing agreements eligible for the CERB?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Are individuals who are part of work-sharing agreements eligible for the CERB?
,Are individuals who are working while on claim eligible for the CERB if they lose their jobs for reasons related to COVID-19?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Are individuals who are working while on claim eligible for the CERB if they lose their jobs for reasons related to COVID-19?
,"I am a fisher who received Employment Insurance fishing benefits over the off-season and I have just exhausted my benefit entitlement, but I am unable to find work due to COVID-19—am I eligible for the Canada Emergency Response Benefit?",https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,"I am a fisher who received Employment Insurance fishing benefits over the off-season and I have just exhausted my benefit entitlement, but I am unable to find work due to COVID-19—am I eligible for the Canada Emergency Response Benefit?"
,Can employers use a Supplemental Unemployment Benefit (SUB) plan to increase their employee’s weekly earnings while they are unemployed and collecting the Canada Emergency Response Benefit?,https://www.canada.ca/en/services/benefits/ei/cerb-application/questions.html,Questions and Answers on the Canada Emergency Response Benefit,Can employers use a Supplemental Unemployment Benefit (SUB) plan to increase their employee’s weekly earnings while they are unemployed and collecting the Canada Emergency Response Benefit?
"Regarding COVID-19 and tax-filing,",How will COVID-19 benefit payments affect your 2022 taxes?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Regarding COVID-19 and tax-filing,How will COVID-19 benefit payments affect your 2022 taxes?"
"Regarding COVID-19 and tax-filing,",Why did you get a T4A or an RL-1 slip for COVID-19 benefits?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Regarding COVID-19 and tax-filing,Why did you get a T4A or an RL-1 slip for COVID-19 benefits?"
"Regarding COVID-19 and tax-filing,",Did you receive COVID-19 benefit payments but do not have a T4A slip? What should you do?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Regarding COVID-19 and tax-filing,Did you receive COVID-19 benefit payments but do not have a T4A slip? What should you do?"
"Regarding COVID-19 and tax-filing,",What should you do if your T4A or RL-1 slip has incorrect information?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Regarding COVID-19 and tax-filing,What should you do if your T4A or RL-1 slip has incorrect information?"
"Regarding COVID-19 and tax-filing,",What happens if you made a payment or payments toward your COVID-19 benefit overpayment? Will that appear on your T4A slip?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Regarding COVID-19 and tax-filing,What happens if you made a payment or payments toward your COVID-19 benefit overpayment? Will that appear on your T4A slip?"
"Regarding COVID-19 and tax-filing,",What if you would like to make a request to deduct federal COVID-19 benefit repayments in a prior year (Form T1B)?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Regarding COVID-19 and tax-filing,What if you would like to make a request to deduct federal COVID-19 benefit repayments in a prior year (Form T1B)?"
"Regarding COVID-19 and tax-filing,",What should you do if there are issues with your RL-1 slip?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Regarding COVID-19 and tax-filing,What should you do if there are issues with your RL-1 slip?"
"Regarding COVID-19 and tax-filing,",What amount of COVID-19 benefits do you need to enter on your income tax and benefit return?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Regarding COVID-19 and tax-filing,What amount of COVID-19 benefits do you need to enter on your income tax and benefit return?"
"Regarding COVID-19 and tax-filing,",You received a letter or a T4A slip stating that you received a COVID-19 benefit payment but you never applied. What do you do?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Regarding COVID-19 and tax-filing,You received a letter or a T4A slip stating that you received a COVID-19 benefit payment but you never applied. What do you do?"
"Regarding COVID-19 and tax-filing,",1Should you file your 2022 income tax and benefit return if you are waiting for the CRA to resolve an issue with the T4A slip you received?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Regarding COVID-19 and tax-filing,1Should you file your 2022 income tax and benefit return if you are waiting for the CRA to resolve an issue with the T4A slip you received?"
"Regarding COVID-19 and tax-filing,","Your income is exempt under section 87 of the Indian Act, but 10% tax was deducted from your Canada Recovery Benefit (CRB), Canada Recovery Caregiving Benefit (CRCB), or Canada Recovery Sickness Benefit (CRSB) payment. How can you get a refund of the withheld amounts you are entitled to?",https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Regarding COVID-19 and tax-filing,Your income is exempt under section 87 of the Indian Act, but 10% tax was deducted from your Canada Recovery Benefit (CRB), Canada Recovery Caregiving Benefit (CRCB), or Canada Recovery Sickness Benefit (CRSB) payment. How can you get a refund of the withheld amounts you are entitled to?"
"Regarding COVID-19 and tax-filing,","If you are self-employed and received COVID-19 subsidies for your business, what do you need to know?",https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Regarding COVID-19 and tax-filing,If you are self-employed and received COVID-19 subsidies for your business, what do you need to know?"
"Regarding COVID-19 and tax-filing,",How do you report a subsidy on your return,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Regarding COVID-19 and tax-filing,How do you report a subsidy on your return"
"Regarding COVID-19 and tax-filing,",Where can you get tax help?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Regarding COVID-19 and tax-filing,Where can you get tax help?"
"Regarding COVID-19 and tax-filing,",Your employer went out of business and you don’t have your T4 slip. Where do you get it and other slips?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Regarding COVID-19 and tax-filing,Your employer went out of business and you don’t have your T4 slip. Where do you get it and other slips?"
"Before filing your income tax and benefit return,",How do you change your address with the CRA?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,How do you change your address with the CRA?"
"Before filing your income tax and benefit return,",How do you give someone permission to access your tax information?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,How do you give someone permission to access your tax information?"
"Before filing your income tax and benefit return,",How can you get free tax help if you’re the owner of a small business or self-employed?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,How can you get free tax help if you’re the owner of a small business or self-employed?"
"Before filing your income tax and benefit return,",Is direct deposit available?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,Is direct deposit available?"
"Before filing your income tax and benefit return,",How do you sign up for direct deposit?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,How do you sign up for direct deposit?"
"Before filing your income tax and benefit return,",Where can you get the 2022 income tax package?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,Where can you get the 2022 income tax package?"
"Before filing your income tax and benefit return,",What services are available that can help me file?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,What services are available that can help me file?"
"Before filing your income tax and benefit return,","What types of benefit payments, deductions, and tax credits are available by filing a return?",https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,What types of benefit payments, deductions, and tax credits are available by filing a return?"
"Before filing your income tax and benefit return,",Do you have to report the sale of your principal residence?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,Do you have to report the sale of your principal residence?"
"Before filing your income tax and benefit return,",Do you have to file an income tax and benefit return?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,Do you have to file an income tax and benefit return?"
"Before filing your income tax and benefit return,",What is the filing and payment deadline for your 2022 income tax and benefit return?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,What is the filing and payment deadline for your 2022 income tax and benefit return?"
"Before filing your income tax and benefit return,",What are the filing and payment deadlines for your 2022 income tax and benefit return if you are self-employed?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,What are the filing and payment deadlines for your 2022 income tax and benefit return if you are self-employed?"
"Before filing your income tax and benefit return,",How can you file your return?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,How can you file your return?"
"Before filing your income tax and benefit return,",Can you file your return online if you have never filed a return before?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,Can you file your return online if you have never filed a return before?"
"Before filing your income tax and benefit return,","I have not filed my taxes for previous years, how can I file my tax returns?",https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,I have not filed my taxes for previous years, how can I file my tax returns?"
"Before filing your income tax and benefit return,",You are not living in Canada. What is the best way to send your income tax and benefit return?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,You are not living in Canada. What is the best way to send your income tax and benefit return?"
"Before filing your income tax and benefit return,",Do you need to file an Underused Housing Tax return (UHT)?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,Do you need to file an Underused Housing Tax return (UHT)?"
"Before filing your income tax and benefit return,",Is your information safe online?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,Is your information safe online?"
"Before filing your income tax and benefit return,","If you have questions about your taxes or benefits, where can you go?",https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,If you have questions about your taxes or benefits, where can you go?"
"Before filing your income tax and benefit return,",What are some of the common mistakes people make on their income tax and benefit return?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,What are some of the common mistakes people make on their income tax and benefit return?"
"Before filing your income tax and benefit return,","Is the Voluntary Disclosures Program available for taxpayers to fix errors or omissions in their tax filings, including the T1135?",https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,Is the Voluntary Disclosures Program available for taxpayers to fix errors or omissions in their tax filings, including the T1135?"
"Before filing your income tax and benefit return,",What is a non-refundable tax credit?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"Before filing your income tax and benefit return,What is a non-refundable tax credit?"
,What is My Account?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,What is My Account?
,How do you register for My Account?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,How do you register for My Account?
,What are email notifications from the CRA?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,What are email notifications from the CRA?
,Do I have to receive email notifications?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,Do I have to receive email notifications?
,How do you know if an email notification is from the CRA?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,How do you know if an email notification is from the CRA?
,What digital services are available for tax time this year?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,What digital services are available for tax time this year?
"After filing your income tax and benefit return,",How can you get your refund quickly?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"After filing your income tax and benefit return,How can you get your refund quickly?"
"After filing your income tax and benefit return,",How can you check the status of your income tax and benefit return?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"After filing your income tax and benefit return,How can you check the status of your income tax and benefit return?"
"After filing your income tax and benefit return,",How long do you need to save your supporting documents?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"After filing your income tax and benefit return,How long do you need to save your supporting documents?"
"After filing your income tax and benefit return,",What options do you have for paying an income tax debt? What if you cannot pay your balance owing?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"After filing your income tax and benefit return,What options do you have for paying an income tax debt? What if you cannot pay your balance owing?"
"After filing your income tax and benefit return,",How can you pay the CRA?,https://www.canada.ca/en/revenue-agency/news/newsroom/tax-tips/tax-filing-season-media-kit/tax-questions-answers.html,Questions and answers about filing your taxes,"After filing your income tax and benefit return,How can you pay the CRA?"
